Afghanistan	Receive_deployment_of_peacekeepers	Head_of_Government_(Croatia)	2014-01-01
Head_of_Government_(Sri_Lanka)	Make_statement	Member_of_Parliament_(Sri_Lanka)	2014-01-01
Heng_Swee_Keat	Make_an_appeal_or_request	Citizen_(Singapore)	2014-01-01
Iran	Arrest,_detain,_or_charge_with_legal_action	Yasser_Ali	2014-01-01
Ireland	Express_intent_to_meet_or_negotiate	Iran	2014-01-01
Islamic_Militant_(Cameroon)	Abduct,_hijack,_or_take_hostage	Catholic_Priest_(France)	2014-01-01
Islamic_Militant_(Cameroon)	Abduct,_hijack,_or_take_hostage	Cleric_(Cameroon)	2014-01-01
Jack_Straw	Express_intent_to_meet_or_negotiate	Iran	2014-01-01
Japan	Host_a_visit	Yoshitaka_Shindo	2014-01-01
John_Kerry	Express_intent_to_meet_or_negotiate	Benjamin_Netanyahu	2014-01-01
John_Kerry	Host_a_visit	Benjamin_Netanyahu	2014-01-01
Justice_and_Development_Party	Rally_support_on_behalf_of	Lawyer/Attorney_(Turkey)	2014-01-01
Kim_Jong-Un	Appeal_for_diplomatic_cooperation_(such_as_policy_support)	South_Korea	2014-01-01
Kim_Jong-Un	Demand_diplomatic_cooperation_(such_as_policy_support)	South_Korea	2014-01-01
Kim_Jong-Un	Make_a_visit	North_Korea	2014-01-01
Kim_Jong-Un	Reject	North_Korea	2014-01-01
Lamberto_Dini	Express_intent_to_meet_or_negotiate	Iran	2014-01-01
Lawyer/Attorney_(Turkey)	Deny_responsibility	Government_Official_(Turkey)	2014-01-01
Legislature_(Iraq)	Accede_to_demands_for_change_in_leadership	Iraq	2014-01-01
Liberal_National_Party	Reduce_relations	Citizen_(Australia)	2014-01-01
Liu_Zhenmin	Make_statement	China	2014-01-01
Malaysia	Arrest,_detain,_or_charge_with_legal_action	Men_(Malaysia)	2014-01-01
Marziyeh_Afkham	Make_empathetic_comment	Iran	2014-01-01
Media_Personnel_(Iran)	Criticize_or_denounce	Mahmoud_Ahmadinejad	2014-01-01
Media_Personnel_(Iran)	Criticize_or_denounce	Saeed_Mortazavi	2014-01-01
Media_Personnel_(Somalia)	Make_statement	Al-Shabaab	2014-01-01
Men_(Indonesia)	fight_with_small_arms_and_light_weapons	Police_(Indonesia)	2014-01-01
Military_(France)	Mobilize_or_increase_armed_forces	Congo	2014-01-01
Military_(Lebanon)	Arrest,_detain,_or_charge_with_legal_action	Majid_bin_Muhammad_al_Majid	2014-01-01
Military_(South_Sudan)	Consult	Uhuru_Muigai_Kenyatta	2014-01-01
Military_(United_Kingdom)	fight_with_small_arms_and_light_weapons	Citizen_(United_Kingdom)	2014-01-01
Military_Personnel_-_Special_(Afghanistan)	Make_statement	Afghanistan	2014-01-01
Ministry_(Turkey)	Criticize_or_denounce	Justice_and_Development_Party	2014-01-01
Ministry_of_Shipping_(India)	Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)	Citizen_(India)	2014-01-01
Mohammad_Javad_Zarif	Express_intent_to_settle_dispute	Qatar	2014-01-01
Monastery_(Thailand)	Make_an_appeal_or_request	Citizen_(Thailand)	2014-01-01
North_Korea	Accuse	Chang_Song_Taek	2014-01-01
North_Korea	Host_a_visit	Kim_Jong-Un	2014-01-01
North_Korea	Praise_or_endorse	Military_(North_Korea)	2014-01-01
Nuri_al-Maliki	Make_an_appeal_or_request	Party_Member_(Iraq)	2014-01-01
Nuri_al-Maliki	Make_statement	Militia_(Iraq)	2014-01-01
Oversight_Court_(Bangladesh)	Arrest,_detain,_or_charge_with_legal_action	Citizen_(Bangladesh)	2014-01-01
Police_(Australia)	Arrest,_detain,_or_charge_with_legal_action	Citizen_(Australia)	2014-01-01
Police_(Australia)	Arrest,_detain,_or_charge_with_legal_action	Women_(Australia)	2014-01-01
Police_(Australia)	Investigate	Citizen_(Australia)	2014-01-01
Police_(Australia)	Provide_humanitarian_aid	Citizen_(Australia)	2014-01-01
Police_(Australia)	fight_with_small_arms_and_light_weapons	Criminal_(Australia)	2014-01-01
Police_(Egypt)	Engage_in_symbolic_act	Armed_Gang_(Egypt)	2014-01-01
Police_(Greece)	Arrest,_detain,_or_charge_with_legal_action	Citizen_(Greece)	2014-01-01
Police_(Indonesia)	fight_with_small_arms_and_light_weapons	Men_(Indonesia)	2014-01-01
Police_(Malaysia)	Arrest,_detain,_or_charge_with_legal_action	Men_(Malaysia)	2014-01-01
Police_(Ukraine)	Make_statement	Protester_(Ukraine)	2014-01-01
Protester_(Egypt)	Demonstrate_or_rally	Police_(Egypt)	2014-01-01
Protester_(Egypt)	Protest_violently,_riot	Police_(Egypt)	2014-01-01
Protester_(Thailand)	Demand_change_in_leadership	Citizen_(Thailand)	2014-01-01
Protester_(Thailand)	Obstruct_passage,_block	Thailand	2014-01-01
Protester_(Thailand)	Reduce_relations	Citizen_(Thailand)	2014-01-01
Qatar	Consult	Hamas	2014-01-01
Rapid_Action_Battalion	Arrest,_detain,_or_charge_with_legal_action	Citizen_(Bangladesh)	2014-01-01
Representatives_(Ethiopia)	Express_intent_to_meet_or_negotiate	Ethiopia	2014-01-01
Riek_Machar	Express_intent_to_meet_or_negotiate	Ethiopia	2014-01-01
Riek_Machar	Threaten	Government_(United_States)	2014-01-01
Sheikh_Hasina_Wajed	Make_an_appeal_or_request	Citizen_(Bangladesh)	2014-01-01
South_Africa	Arrest,_detain,_or_charge_with_legal_action	Men_(South_Africa)	2014-01-01
South_Korea	Engage_in_diplomatic_cooperation	China	2014-01-01
South_Korea	Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)	China	2014-01-01
Special_Court_(Pakistan)	Arrest,_detain,_or_charge_with_legal_action	Pervez_Musharraf	2014-01-01
Special_Court_(Pakistan)	Demand	Pervez_Musharraf	2014-01-01
Thief_(India)	Abduct,_hijack,_or_take_hostage	Citizen_(India)	2014-01-01
Thief_(India)	Abduct,_hijack,_or_take_hostage	Employee_(India)	2014-01-01
UN_Security_Council	Criticize_or_denounce	Government_(Syria)	2014-01-01
Uhuru	Make_an_appeal_or_request	Citizen_(Kenya)	2014-01-01
Uhuru_Muigai_Kenyatta	Consult	Military_(South_Sudan)	2014-01-01
United_Arab_Emirates	Arrest,_detain,_or_charge_with_legal_action	Tourist_(Iran)	2014-01-01
Xi_Jinping	Express_intent_to_settle_dispute	Barack_Obama	2014-01-01
Yoshitaka_Shindo	Make_a_visit	Japan	2014-01-01
Yoshitaka_Shindo	Make_statement	Media_(Japan)	2014-01-01
ADF-NALU	Use_conventional_military_force	Mamadou_Ndala	2014-01-02
Abdul_Hamid	Make_statement	Bangladesh_Nationalist_Party	2014-01-02
Abdullah_Abdullah	Criticize_or_denounce	Ashraf_Ghani_Ahmadzai	2014-01-02
Abdullatif_bin_Rashid_Al-Zayani	Criticize_or_denounce	Government_(Syria)	2014-01-02
Ahmad_Khalaf_al-Dulaimi	Make_statement	Iraq	2014-01-02
Al-Shabaab	Use_conventional_military_force	Peacekeeping_Troop_(Africa)	2014-01-02
Ali_Hassan_Khalil	Make_an_appeal_or_request	Healthcare_Facility_(Lebanon)	2014-01-02
Ashraf_Ghani_Ahmadzai	Make_an_appeal_or_request	Presidential_Candidate_(Afghanistan)	2014-01-02
Bangladesh_Nationalist_Party	Express_intent_to_meet_or_negotiate	Abdul_Hamid	2014-01-02
Barack_Obama	Consult	Shimon_Peres	2014-01-02
Benjamin_Netanyahu	Consult	Cabinet_/_Council_of_Ministers_/_Advisors_(United_States)	2014-01-02
Benjamin_Netanyahu	Consult	John_Kerry	2014-01-02
Benjamin_Netanyahu	Criticize_or_denounce	Iran	2014-01-02
Benjamin_Netanyahu	Engage_in_negotiation	John_Kerry	2014-01-02
Benjamin_Netanyahu	Make_a_visit	John_Kerry	2014-01-02
Bhupinder_Singh_Hooda	Make_statement	Employee_(India)	2014-01-02
Businessperson_(Philippines)	Make_statement	Military_(Philippines)	2014-01-02
Cabinet_/_Council_of_Ministers_/_Advisors_(United_States)	Consult	Benjamin_Netanyahu	2014-01-02
Cabinet_/_Council_of_Ministers_/_Advisors_(United_States)	Express_intent_to_meet_or_negotiate	Benjamin_Netanyahu	2014-01-02
Cabinet_/_Council_of_Ministers_/_Advisors_(United_States)	Express_intent_to_meet_or_negotiate	Middle_East	2014-01-02
Cabinet_/_Council_of_Ministers_/_Advisors_(United_States)	Host_a_visit	Shimon_Peres	2014-01-02
Cabinet_/_Council_of_Ministers_/_Advisors_(Yemen)	Make_empathetic_comment	Citizen_(Yemen)	2014-01-02
Cambodia	Engage_in_diplomatic_cooperation	China	2014-01-02
Chibuike_Rotimi_Amaechi	Accuse	Royal_Administration_(Nigeria)	2014-01-02
Chibuike_Rotimi_Amaechi	Criticize_or_denounce	Royal_Administration_(Nigeria)	2014-01-02
Chibuike_Rotimi_Amaechi	Make_statement	Government_(Nigeria)	2014-01-02
China	Engage_in_diplomatic_cooperation	Cambodia	2014-01-02
China	Engage_in_negotiation	France	2014-01-02
China	Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)	Cambodia	2014-01-02
China	Host_a_visit	Michael_Sata	2014-01-02
China	Make_an_appeal_or_request	Other_Authorities_/_Officials_(United_States)	2014-01-02
China	Make_pessimistic_comment	South_Sudan	2014-01-02
China	Praise_or_endorse	North_Korea	2014-01-02
Christiana_Anyanwu	Consult	Vanguard	2014-01-02
Citizen_(Bangladesh)	Express_intent_to_cooperate	Bangladesh_Nationalist_Party	2014-01-02
Citizen_(India)	Criticize_or_denounce	Akhilesh_Yadav	2014-01-02
Citizen_(India)	Make_an_appeal_or_request	Omar_Abdullah	2014-01-02
Citizen_(Nigeria)	Criticize_or_denounce	Government_(Nigeria)	2014-01-02
Citizen_(Nigeria)	Make_an_appeal_or_request	Medical_Personnel_(Nigeria)	2014-01-02
Citizen_(Thailand)	Conduct_strike_or_boycott	Thailand	2014-01-02
Citizen_(Thailand)	Impose_embargo,_boycott,_or_sanctions	Thailand	2014-01-02
Citizen_(Unidentified_State_Actor)	Accuse	North_Korea	2014-01-02
Citizen_(Zambia)	Make_an_appeal_or_request	Michael_Sata	2014-01-02
City_Mayor_(Philippines)	Make_statement	Philippines	2014-01-02
Cleric_(Nigeria)	Threaten	Government_(Nigeria)	2014-01-02
Congress_(Nigeria)	Praise_or_endorse	Citizen_(Nigeria)	2014-01-02
Court_Judge_(India)	Ease_administrative_sanctions	Citizen_(India)	2014-01-02
Court_Judge_(Nigeria)	Arrest,_detain,_or_charge_with_legal_action	Citizen_(Nigeria)	2014-01-02
Criminal_(Egypt)	Use_unconventional_violence	Women_(Egypt)	2014-01-02
Criminal_(Mexico)	Abduct,_hijack,_or_take_hostage	Men_(Mexico)	2014-01-02
Displaced_Families_(Sudan)	Criticize_or_denounce	Armed_Opposition_(Sudan)	2014-01-02
Displaced_Families_(Sudan)	Rally_support_on_behalf_of	Peacekeeping_Troop_(Sudan)	2014-01-02
Egyptian_Army	Arrest,_detain,_or_charge_with_legal_action	Criminal_(Egypt)	2014-01-02
Ethiopia	Engage_in_negotiation	Foreign_Affairs_(Ethiopia)	2014-01-02
Ethiopia	Host_a_visit	Riek_Machar	2014-01-02
Ethiopia	Host_a_visit	South_Sudan	2014-01-02
Ethnic_Group_(Afghanistan)	Make_an_appeal_or_request	Afghanistan	2014-01-02
Evo_Morales	Make_statement	Bolivia	2014-01-02
Foreign_Affairs_(Ethiopia)	Engage_in_negotiation	Ethiopia	2014-01-02
France	Criticize_or_denounce	François_Hollande	2014-01-02
France	Engage_in_negotiation	China	2014-01-02
Government_(Nigeria)	Express_intent_to_engage_in_diplomatic_cooperation_(such_as_policy_support)	Nigerian_Navy	2014-01-02
Government_(Nigeria)	Make_pessimistic_comment	Citizen_(Nigeria)	2014-01-02
Government_(Nigeria)	Make_statement	High_Ranking_Military_Personnel_(Nigeria)	2014-01-02
Hakeem_Baba-Ahmed	Make_statement	Defector_(Nigeria)	2014-01-02
Head_of_Government_(Cuba)	Praise_or_endorse	Raúl_Castro	2014-01-02
Head_of_Government_(Democratic_Republic_of_Congo)	Praise_or_endorse	Population_(Democratic_Republic_of_Congo)	2014-01-02
Head_of_Government_(Egypt)	Express_intent_to_meet_or_negotiate	Isma'iliya	2014-01-02
Head_of_Government_(Egypt)	Praise_or_endorse	Police_(Egypt)	2014-01-02
Head_of_Government_(Pakistan)	Praise_or_endorse	United_Arab_Emirates	2014-01-02
Head_of_Government_(Senegal)	Praise_or_endorse	Macky_Sall	2014-01-02
Hezbollah	Make_statement	Media_(Lebanon)	2014-01-02
Hezbollah	Use_conventional_military_force	Police_(Egypt)	2014-01-02
Iranian_Parliament	Investigate	Ministry_(Iran)	2014-01-02
Iraq	Make_statement	Militant_(Iraq)	2014-01-02
Iraq	Use_conventional_military_force	Militant_(Iraq)	2014-01-02
Israeli_Defense_Forces	fight_with_small_arms_and_light_weapons	Children_(Palestinian_Territory,_Occupied)	2014-01-02
Jatuporn_Prompan	Make_statement	Thailand	2014-01-02
Jean-Yves_Le_Drian	Express_intent_to_meet_or_negotiate	Military_(France)	2014-01-02
Jean-Yves_Le_Drian	Make_statement	Military_(France)	2014-01-02
John_Kerry	Consult	Benjamin_Netanyahu	2014-01-02
John_Kerry	Engage_in_negotiation	Benjamin_Netanyahu	2014-01-02
John_Kerry	Express_intent_to_meet_or_negotiate	Benjamin_Netanyahu	2014-01-02
John_Kerry	Express_intent_to_meet_or_negotiate	Head_of_Government_(Palestinian_Territory,_Occupied)	2014-01-02
John_Kerry	Host_a_visit	Benjamin_Netanyahu	2014-01-02
John_Kerry	Make_a_visit	Middle_East	2014-01-02
Jonah_David_Jang	Make_an_appeal_or_request	Citizen_(Nigeria)	2014-01-02
Jonah_David_Jang	Make_statement	Government_(Nigeria)	2014-01-02
Kaduna_State_Police	Provide_aid	Citizen_(Nigeria)	2014-01-02
Kim_Jong-Un	Appeal_for_diplomatic_cooperation_(such_as_policy_support)	South_Korea	2014-01-02
Kim_Jong-Un	Criticize_or_denounce	South_Korea	2014-01-02
Kim_Jong-Un	Demand_diplomatic_cooperation_(such_as_policy_support)	South_Korea	2014-01-02
Kim_Jong-Un	Make_statement	North_Korea	2014-01-02
Kim_Jong-Un	Make_statement	Ruling_Party_(North_Korea)	2014-01-02
Lawyer/Attorney_(Turkey)	Make_an_appeal_or_request	Citizen_(Turkey)	2014-01-02
Liu_Yandong	Appeal_for_policy_change	Other_Authorities_/_Officials_(China)	2014-01-02
Member_of_Legislative_(Govt)_(Nigeria)	Make_statement	Chibuike_Rotimi_Amaechi	2014-01-02
Member_of_Parliament_(Iran)	Accuse	Bandar_bin_Sultan	2014-01-02
Member_of_Parliament_(Iraq)	Accuse	Nuri_al-Maliki	2014-01-02
Member_of_Parliament_(Morocco)	Investigate	Abdelilah_Benkirane	2014-01-02
Mexico	Provide_humanitarian_aid	Immigrants_(Zambia)	2014-01-02
Michael_Sata	Make_a_visit	China	2014-01-02
Michael_Sata	Praise_or_endorse	Rupiah_Banda	2014-01-02
Middle_East	Host_a_visit	John_Kerry	2014-01-02
Militant_(Boko_Haram)	Use_unconventional_violence	Citizen_(Nigeria)	2014-01-02
Military_(China)	Arrest,_detain,_or_charge_with_legal_action	Indigenous_People_(India)	2014-01-02
Military_(China)	Return,_release_person(s)	Indigenous_People_(India)	2014-01-02
Military_(Lebanon)	Make_statement	Other_Authorities_/_Officials_(Lebanon)	2014-01-02
Military_(South_Sudan)	Consult	Uhuru_Muigai_Kenyatta	2014-01-02
Military_Personnel_(Kenya)	Investigate	Police_(Kenya)	2014-01-02
Military_Personnel_(Kenya)	Make_statement	Military_Personnel_-_Special_(Kenya)	2014-01-02
Military_Personnel_(Nigeria)	Discuss_by_telephone	Other_Authorities_/_Officials_(Nigeria)	2014-01-02
Military_Personnel_(Philippines)	Make_statement	Military_(Philippines)	2014-01-02
Military_Personnel_-_Special_(Afghanistan)	fight_with_artillery_and_tanks	Afghanistan	2014-01-02
Ministry_(Angola)	Make_an_appeal_or_request	Angolan_Armed_Forces	2014-01-02
Ministry_(Angola)	Make_optimistic_comment	Angolan_Armed_Forces	2014-01-02
Ministry_(Nigeria)	Make_statement	Government_(Nigeria)	2014-01-02
Ministry_(Oman)	Make_statement	Government_(Oman)	2014-01-02
Mohammad_Javad_Zarif	Make_optimistic_comment	Iran	2014-01-02
Murtala_Nyako	Express_intent_to_cooperate	Citizen_(Nigeria)	2014-01-02
Murtala_Nyako	Make_statement	Government_(Nigeria)	2014-01-02
Nguyen_Xuan_Phuc	Make_statement	Ministry_(Vietnam)	2014-01-02
Other_Authorities_/_Officials_(Lebanon)	Arrest,_detain,_or_charge_with_legal_action	Majid_bin_Muhammad_al_Majid	2014-01-02
Other_Authorities_/_Officials_(Nigeria)	Discuss_by_telephone	Military_Personnel_(Nigeria)	2014-01-02
Patience_Jonathan	Make_an_appeal_or_request	Citizen_(Nigeria)	2014-01-02
Peacekeeping_Troop_(Africa)	Use_conventional_military_force	Al-Shabaab	2014-01-02
People_Associated_with_the_Opposition_(Bangladesh)	Conduct_strike_or_boycott	Sheikh_Hasina_Wajed	2014-01-02
Philippines	Arrest,_detain,_or_charge_with_legal_action	Military_(Philippines)	2014-01-02
Police_(Australia)	Accuse	Citizen_(Australia)	2014-01-02
Police_(Australia)	Arrest,_detain,_or_charge_with_legal_action	Citizen_(Australia)	2014-01-02
Police_(Australia)	Investigate	Citizen_(Australia)	2014-01-02
Police_(Burundi)	Arrest,_detain,_or_charge_with_legal_action	Women_(Burundi)	2014-01-02
Police_(Cote_d'Ivoire)	Make_statement	Criminal_(Cote_d'Ivoire)	2014-01-02
Police_(Egypt)	Defend_verbally	Defense_/_Security_Ministry_(Egypt)	2014-01-02
Police_(Egypt)	Use_conventional_military_force	Terrorist_Organization_(Egypt)	2014-01-02
Police_(Kenya)	Investigate	Men_(Kenya)	2014-01-02
Police_(Kenya)	Use_tactics_of_violent_repression	Citizen_(Kenya)	2014-01-02
Police_(United_States)	Make_statement	Mazda	2014-01-02
Priest_(France)	Provide_humanitarian_aid	Boko_Haram	2014-01-02
Progressive_Party_(Nigeria)	Appeal_for_diplomatic_cooperation_(such_as_policy_support)	Assemblies_(Nigeria)	2014-01-02
Protester_(Thailand)	Ban_political_parties_or_politicians	Party_Member_(Thailand)	2014-01-02
Protester_(Thailand)	Demand	Interim_Government_(Thailand)	2014-01-02
Protester_(Thailand)	Express_intent_to_meet_or_negotiate	Thailand	2014-01-02
Protester_(Thailand)	Obstruct_passage,_block	Thailand	2014-01-02
Public_Prosecutor_(Turkey)	Accuse	Lawyer/Attorney_(Turkey)	2014-01-02
Public_Prosecutor_(Turkey)	Investigate	Citizen_(Turkey)	2014-01-02
Rana_Sanaullah	Praise_or_endorse	Pervez_Musharraf	2014-01-02
Rauf_Aregbesola	Make_statement	Government_(Nigeria)	2014-01-02
Representatives_(Ethiopia)	Demonstrate_or_rally	Ethiopia	2014-01-02
Riek_Machar	Make_a_visit	Ethiopia	2014-01-02
Ryoo_Kihl-jae	Make_statement	North_Korea	2014-01-02
Sheikh_Hasina_Wajed	Make_an_appeal_or_request	Citizen_(Bangladesh)	2014-01-02
Shimon_Peres	Consult	Barack_Obama	2014-01-02
Shimon_Peres	Make_a_visit	Cabinet_/_Council_of_Ministers_/_Advisors_(United_States)	2014-01-02
South_Africa	Arrest,_detain,_or_charge_with_legal_action	Men_(South_Africa)	2014-01-02
South_Korea	Criticize_or_denounce	Party_Member_(Japan)	2014-01-02
South_Korea	Make_statement	Japan	2014-01-02
South_Sudan	Make_a_visit	Ethiopia	2014-01-02
Special_Court_(Pakistan)	Arrest,_detain,_or_charge_with_legal_action	Head_of_Government_(Pakistan)	2014-01-02
Special_Court_(Pakistan)	Demand	Government_(Pakistan)	2014-01-02
Tahirul_Qadri	Cooperate_militarily	Pervez_Musharraf	2014-01-02
Tahirul_Qadri	Make_statement	Pakistan_Tehreek-e-Insaf	2014-01-02
The_Cape_Times	Praise_or_endorse	Patricia_de_Lille	2014-01-02
Thief_(India)	Use_unconventional_violence	Employee_(India)	2014-01-02
UN_Security_Council	Appeal_for_intelligence	Government_(Sudan)	2014-01-02
Uhuru_Muigai_Kenyatta	Consult	Military_(South_Sudan)	2014-01-02
Uhuru_Muigai_Kenyatta	Make_statement	William_Ruto	2014-01-02
Valdis_Dombrovskis	Make_optimistic_comment	Government_(Latvia)	2014-01-02
Vanguard	Consult	Christiana_Anyanwu	2014-01-02
Vasundhara_Raje	Make_empathetic_comment	Citizen_(India)	2014-01-02
Vijay_Goel	Make_statement	Employee_(India)	2014-01-02
William_Lukuvi	Make_statement	Tanzania	2014-01-02
William_Ruto	Make_statement	Government_(Kenya)	2014-01-02
Xi_Jinping	Make_statement	China	2014-01-02
Aam_Aadmi_Party	Make_pessimistic_comment	Citizen_(India)	2014-01-03
Abdel_Fattah_Al-Sisi	Consult	Defense_/_Security_Ministry_(United_States)	2014-01-03
Activist_(Communist_Party_of_India)	Use_conventional_military_force	Employee_(India)	2014-01-03
Afghanistan	Host_a_visit	Bismillah_Khan_Mohammadi	2014-01-03
Agence_France-Presse	Consult	Attacker_(Libya)	2014-01-03
Airline_(Sri_Lanka)	Make_statement	Military_Personnel_(Sri_Lanka)	2014-01-03
Al-Shabaab	Use_conventional_military_force	Peacekeeping_Troop_(Africa)	2014-01-03
Ali_Hassan_Khalil	Make_an_appeal_or_request	Healthcare_Facility_(Lebanon)	2014-01-03
Angola	Host_a_visit	Ministry_(United_States)	2014-01-03
Armed_Rebel_(Syria)	Make_statement	Combatant_(Islamic_State_of_Iraq_and_the_Levant)	2014-01-03
Ashraf_Ghani_Ahmadzai	Make_an_appeal_or_request	Presidential_Candidate_(Afghanistan)	2014-01-03
Ashraf_Ghani_Ahmadzai	Reject	Abdullah_Abdullah	2014-01-03
Attacker_(Libya)	Consult	Agence_France-Presse	2014-01-03
Bala_Abdulkadir_Mohammed	Make_an_appeal_or_request	Assemblies_(Nigeria)	2014-01-03
Bala_Abdulkadir_Mohammed	Make_statement	Government_(Nigeria)	2014-01-03
Bangladesh_Nationalist_Party	Make_an_appeal_or_request	Citizen_(Bangladesh)	2014-01-03
Bangladesh_Nationalist_Party	Make_an_appeal_or_request	Sheikh_Hasina_Wajed	2014-01-03
Barack_Obama	Express_intent_to_de-escalate_military_engagement	Afghanistan	2014-01-03
Benjamin_Netanyahu	Consult	Cabinet_/_Council_of_Ministers_/_Advisors_(United_States)	2014-01-03
Benjamin_Netanyahu	Consult	John_Kerry	2014-01-03
Benjamin_Netanyahu	Engage_in_negotiation	John_Kerry	2014-01-03
Bismillah_Khan_Mohammadi	Make_a_visit	Afghanistan	2014-01-03
Boy_Rafli_Amar	Threaten_with_military_force	Foreign_Affairs_(United_States)	2014-01-03
Cabinet_/_Council_of_Ministers_/_Advisors_(United_States)	Consult	Benjamin_Netanyahu	2014-01-03
China	Make_pessimistic_comment	South_Sudan	2014-01-03
Citizen_(India)	Bring_lawsuit_against	Sunil_Kumar	2014-01-03
Citizen_(India)	Criticize_or_denounce	Head_of_Government_(India)	2014-01-03
Citizen_(India)	Make_an_appeal_or_request	Defense_/_Security_Ministry_(India)	2014-01-03
Citizen_(Kenya)	Bring_lawsuit_against	Government_(Kenya)	2014-01-03
Citizen_(Nigeria)	Criticize_or_denounce	Court_Judge_(Nigeria)	2014-01-03
Citizen_(Nigeria)	Give_ultimatum	Fula_people	2014-01-03
Citizen_(Nigeria)	Make_an_appeal_or_request	Government_(Nigeria)	2014-01-03
Citizen_(Nigeria)	Make_an_appeal_or_request	Medical_Personnel_(Nigeria)	2014-01-03
Citizen_(Thailand)	Conduct_strike_or_boycott	Thailand	2014-01-03
Citizen_(Thailand)	Impose_embargo,_boycott,_or_sanctions	Thailand	2014-01-03
Citizen_(Thailand)	Make_an_appeal_or_request	Thailand	2014-01-03
Citizen_(Thailand)	Make_pessimistic_comment	Military_(Thailand)	2014-01-03
Citizen_(Turkey)	Demonstrate_or_rally	Lawyer/Attorney_(Turkey)	2014-01-03
Citizen_(Turkey)	Make_optimistic_comment	Justice_and_Development_Party	2014-01-03
Citizen_(Yemen)	Use_unconventional_violence	Military_Personnel_(Yemen)	2014-01-03
City_Mayor_(Philippines)	Demand_intelligence_cooperation	Police_(Philippines)	2014-01-03
City_Mayor_(Philippines)	Make_statement	Philippines	2014-01-03
Cleric_(Iraq)	Make_an_appeal_or_request	Scholar_(Iraq)	2014-01-03
Combatant_(Al_Qaeda)	Mobilize_or_increase_armed_forces	Iraq	2014-01-03
Company_-_Owner_or_Operator_(India)	Arrest,_detain,_or_charge_with_legal_action	Citizen_(India)	2014-01-03
Court_Judge_(Namibia)	Reject	Citizen_(Namibia)	2014-01-03
